"GEOID","GeoName","County","AH002_2018","AH003_2018","AH004_2018","AH005_2018","AH006_2018","AH007_2018","AH008_2018","AH009_2018","AH010_2018","BD009_2018","BD010_2018","BD011_2018","BD012_2018","BD013_2018","BD014_2018","BD016_2018","BD017_2018","BD018_2018","BD019_2018","BD020_2018","BD021_2018","FO001_2013","FO001_2014","FO001_2015","FO001_2016","FO001_2017","FO001_2018","HH002_2018","HH003_2018","HH004_2018","HH005_2018","HT003_2018","HT006_2018","HT004_2018","HT007_2018","HT005_2018","HT008_2018","HC001_2018","HC002_2018","HC003_2018","HC004_2018","HC005_2018","HC006_2018","HC007_2018","HC008_2018","HC009_2018","HC010_2018","HC011_2018","HC012_2018","HC013_2018","HC014_2018","HC015_2018","HC016_2018","HC017_2018","HC018_2018","HC019_2018","HC020_2018","HV018_2013","HV018_2018","HV019_2013","HV019_2018","HV020_2013","HV020_2018","HV018_2000","HV019_2000","HV020_2000","RE001_2018","RE002_2018","RE003_2018","RE004_2018","RE005_2018","RH001_2018","RH002_2018","RH003_2018","UN002_2018","UN003_2018","UN004_2018","UN005_2018","PH001_2018","PH001_change","PH002_2018","PH002_change","PH003_2018","PH003_change","PH004_2018","PH004_change","PH005_2018","PH005_change","PH006_2018","PH006_change","RH004_2018","RH005_2018","RH006_2018","RH007_2018","RH008_2013","RH008_2018","RH009_2013","RH009_2018","RH010_2013","RH010_2018","FS001_2019","FS002_2019","FS003_2019","FS004_2019","FS005_2019","FS006_2019","FS007_2019","SS001_2019","SS002_2019","SS003_2019","SS004_2019","SS005_2019","GS001_2018","GS002_2018","GS004_2018","GS005_2018","LABEL","HP002","HP003","HP004","HP005","GMAP"
"3646976","Middle Island","Suffolk",99,518,781,769,1349,334,411,120,68,7,233,976,1171,642,35,43,395,472,89,79,4,13375,16905,16633,16441,12711,9783,1.8,26.1,38.4,33.7,303,6.8,3064,68.9,1082,24.3,6,360,232,100,104,54,95,29,155,0,60,504,390,206,278,240,258,179,1138,55,205700,182100,295100,267900,387000,349300,157800,206200,253100,71.4,11.7,2.9,12.7,0.1,41779,70288,1664,2867,1582,64.5,35.5,10216,367,4146,88,2.39,0.04,58.6,-3.7,3.16,0.18,37.5,6,NA,1449,1723,1793,1115,1278,1367,1570,1547,1845,NA,NA,NA,NA,NA,NA,NA,0,259,0,0,259,73.9,26.1,79,62.9,NA,NA,NA,NA,NA,"1d48266.662504900116!2d-72.98161248197054!3d40.87919455095333!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e84378ef90e1ff%3A0x4b93044b4a848b66!2sMiddle%20Island%2C%20NY%2011953!5e0!3m2!1sen!2sus!4v1599084166608!5m2!1sen!2sus"
"3647306","Miller Place","Suffolk",122,652,263,669,1076,693,508,137,146,20,95,173,1355,1673,303,0,86,76,39,0,0,13375,16905,16633,16441,12711,9783,0,22.5,48.5,29.1,446,10.5,3619,84.8,201,4.7,0,49,57,33,14,11,16,0,17,0,0,268,162,0,270,244,172,252,1641,597,398300,352600,483800,433500,596800,550500,235200,289600,380900,88.8,0.2,2.2,7.9,0,40066,122500,1427,4071,195,95.4,4.5,11755,72,3820,-157,3.06,0.14,79.5,-1.9,3.48,0.17,15.3,-1.7,NA,1366,1362,NA,1093,1106,1237,1298,1758,1553,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,94.7,5.3,69.7,59.8,NA,NA,NA,NA,NA,"1d48225.649314868955!2d-73.02413483163994!3d40.935407944313816!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e842263c214f83%3A0xf950a0f45c6582c8!2sMiller%20Place%2C%20NY!5e0!3m2!1sen!2sus!4v1599084185841!5m2!1sen!2sus"
"3647405","Mill Neck","Nassau",6,23,36,32,22,65,94,39,93,0,3,17,88,101,107,0,5,13,0,5,2,7786,10899,11766,8916,3510,3579,0,14.7,53.4,32,69,16.8,316,77.1,25,6.1,0,2,2,0,0,4,2,3,9,0,0,21,17,10,0,20,4,3,200,34,747400,809500,1078800,1428600,1078800,2000001,611900,1084300,1458200,79.7,0,12,5.7,0,79375,204083,2643,410,0,100,0,1011,89,341,-12,2.96,0.35,85.9,6,3.18,0.24,13.2,-4.4,NA,NA,2750,NA,1270,1196,1888,2200,2159,2708,0,0,0,0,0,0,0,0,0,0,0,0,92.7,7.3,64,50,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","2, 1, 3, 1, 0, 1, 0, 2, 3, 2, 1, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d24131.17152515584!2d-73.57568202578483!3d40.885117871268584!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c28354fb63454d%3A0x4b6a0964b8c53d86!2sMill%20Neck%2C%20NY!5e0!3m2!1sen!2sus!4v1599084175446!5m2!1sen!2sus"
"3647636","Mineola","Nassau",158,108,126,319,286,1138,2569,1087,1870,73,577,614,1970,1420,205,44,1267,709,299,255,23,7786,10899,11766,8916,3510,3579,0.7,34.7,37.4,27.2,205,2.7,4859,63.4,2597,33.9,0,266,264,166,356,192,358,164,733,114,102,463,567,214,250,168,586,168,2274,359,373600,360900,474400,472100,544500,606900,688700,761200,838000,68.3,2.3,9.1,18.7,0.1,78960,96250,1627,4745,2889,61.9,37.7,19132,310,7456,217,2.57,-0.03,64.8,-2,3.26,0.03,31.4,2.5,1225,1498,1659,2140,1168,1123,1519,1565,1907,1961,0,12,0,0,0,0,12,0,0,0,0,0,65.2,34.8,58.7,39.8,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","6, 6, 6, 1, 2, 28, 0, 7, 8, 9, 10, 7, 2","0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 2","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 36, 30, 5, 15, 0, 192","1d24180.936468334938!2d-73.65683352598342!3d40.74845108910824!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c287f134642565%3A0xe8a5a9e97540dfc5!2sMineola%2C%20NY!5e0!3m2!1sen!2sus!4v1599084195155!5m2!1sen!2sus"
"3649066","Mount Sinai","Suffolk",24,1125,337,360,1334,343,186,143,262,15,138,750,1366,1241,274,21,57,83,65,10,4,13375,16905,16633,16441,12711,9783,1.6,17.1,45.1,36.2,90,2.2,3784,92,240,5.8,0,85,151,45,0,6,0,5,29,0,4,359,244,80,108,336,90,193,2136,327,396100,353700,493900,453100,644400,611600,262900,330900,427300,79.9,0.8,3.8,13.5,1,38087,122273,883,3803,307,92.5,7.4,11529,-221,4024,-148,2.86,0.05,78,-1.1,3.3,0.06,18.9,-0.6,NA,NA,NA,1413,1562,583,1952,883,2159,1491,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,94,6,70.5,43,NA,NA,NA,NA,NA,"1d48225.627378047735!2d-73.04775978163977!3d40.93543799428352!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e8419b9c129fbb%3A0xd3d0431eddedf0ec!2sMt%20Sinai%2C%20NY!5e0!3m2!1sen!2sus!4v1599084236912!5m2!1sen!2sus"
"3649231","Munsey Park","Nassau",18,0,9,4,34,62,151,151,379,0,0,6,183,387,167,0,0,0,10,9,28,7786,10899,11766,8916,3510,3579,0,22,50.3,27.7,18,2.2,743,92,47,5.8,0,0,0,0,5,0,0,0,37,0,0,16,20,0,0,23,12,4,563,105,1078800,1182700,1078800,1533900,1078800,1740300,857300,1024100,1243400,84.1,0,10.2,3.6,0,250001,250001,1716,800,3,99,0.4,2719,36,790,43,3.44,-0.15,93,-0.8,3.6,-0.12,6.5,0.3,NA,NA,NA,NA,NA,NA,NA,1716,NA,1858,0,0,0,0,0,0,0,0,0,0,0,0,94.1,5.9,40,0,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d24162.513845942838!2d-73.69869162590989!3d40.799088163990675!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c288f24607e11f%3A0xf00d815cf4b27a63!2sMunsey%20Park%2C%20NY%2011030!5e0!3m2!1sen!2sus!4v1599084247975!5m2!1sen!2sus"
"3649330","Muttontown","Nassau",70,119,109,203,250,254,210,4,104,0,0,19,91,372,672,0,0,25,13,0,17,7786,10899,11766,8916,3510,3579,2,13.6,53.8,30.6,114,8.6,1154,87.2,55,4.2,0,0,0,0,0,0,0,0,6,19,0,61,22,0,0,108,0,38,662,241,1078800,1174700,1078800,1613700,1078800,2000001,921000,1211900,1458200,68.3,4.8,23.1,1.8,0,178750,220694,-666666666,1310,13,99,1,3655,100,1209,155,3.02,-0.24,88.8,-2.7,3.17,-0.26,6.3,-0.4,NA,NA,NA,NA,1185,NA,1421,NA,1720,NA,0,0,0,0,0,0,0,0,0,0,0,0,95.5,4.5,78.9,76,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","14, 5, 4, 6, 15, 11, 6, 3, 3, 2, 5, 6, 10","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d48308.51308567051!2d-73.5736273823078!3d40.82176765877208!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c283e854e18dd3%3A0x54e273ac1b203c49!2sMuttontown%2C%20NY!5e0!3m2!1sen!2sus!4v1599084257545!5m2!1sen!2sus"
"3649825","Nesconset","Suffolk",40,608,567,430,1260,1081,425,232,172,0,168,280,1434,1765,441,30,232,133,91,35,0,13375,16905,16633,16441,12711,9783,0,21.4,50.2,28.5,206,4.3,4088,84.9,521,10.8,0,86,124,0,31,65,65,35,78,37,14,274,234,167,136,321,151,224,2314,420,414900,401600,503400,456300,655800,545900,297200,353000,417600,87.5,1.1,3.2,7.3,0,63750,121670,2123,4365,450,90.7,9.3,13893,103,4609,152,2.96,-0.07,82.3,0.8,3.33,-0.11,16.1,-0.2,NA,1927,2561,2285,1145,1592,1462,2000,1942,2649,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,88.7,11.3,67.7,64.1,NA,NA,NA,NA,NA,"1d48291.581734358806!2d-73.18224843217139!3d40.84500868537777!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e839c43ce7228b%3A0xbc88e0b9a21b180e!2sNesconset%2C%20NY%2011767!5e0!3m2!1sen!2sus!4v1599084268023!5m2!1sen!2sus"
"3650067","New Cassel","Nassau",117,209,397,123,194,615,1207,394,210,10,85,96,758,679,434,65,198,339,284,226,116,7786,10899,11766,8916,3510,3579,2.5,32.1,41.1,24.3,176,5.1,2062,59.5,1228,35.4,8,434,228,83,88,92,68,28,215,0,0,216,159,64,80,149,145,205,882,231,291300,283900,356500,339000,423600,391900,200400,241500,285100,6.4,38.6,1.2,52.6,0.1,40536,88750,1533,2648,818,76.4,23.6,14648,716,3290,181,4.45,-0.02,80.5,-4.1,4.84,0.23,17.1,2.9,NA,1122,1451,2044,640,1003,1188,1293,2038,2006,NA,NA,NA,NA,NA,NA,NA,166,73,0,0,239,62.7,37.3,84.2,64.1,NA,NA,NA,NA,NA,"1d24176.28663541079!2d-73.58311947596486!3d40.76123668276819!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c280cd3ccde10f%3A0x760573fa0de92fbc!2sNew%20Cassel%2C%20NY!5e0!3m2!1sen!2sus!4v1599084278359!5m2!1sen!2sus"
"3650397","New Hyde Park","Nassau",0,84,28,48,152,292,1085,580,606,0,15,107,976,970,231,15,142,199,96,47,0,7786,10899,11766,8916,3510,3579,0.5,27.9,50.1,21.5,77,2.7,2299,80,499,17.4,0,55,48,41,21,71,117,20,133,0,0,205,113,59,99,80,134,56,1346,260,435800,440600,510800,547800,647300,670200,617000,715800,834100,40.7,0.8,33.9,21.9,0,81458,126210,1669,2524,351,87.8,12.1,9846,116,2798,-450,3.52,0.53,87.5,14.4,3.81,0.26,10.2,-11.2,NA,1465,1419,2188,1040,1188,1408,1580,1621,1960,0,2,0,0,0,0,2,0,0,0,0,0,82.2,17.8,60.6,38.3,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","11, 4, 4, 2, 1, 2, 1, 3, 4, 10, 1, 0, 3","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d24186.671800746888!2d-73.70356102600631!3d40.73267614692875!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c26292d610fc39%3A0xb02571201e6b8640!2sNew%20Hyde%20Park%2C%20NY!5e0!3m2!1sen!2sus!4v1599084287536!5m2!1sen!2sus"
"3651286","Nissequogue","Suffolk",4,50,96,164,112,102,37,3,103,0,3,0,112,239,154,0,0,0,6,4,0,13375,16905,16633,16441,12711,9783,1.2,7.9,56.9,34,153,22.8,508,75.7,10,1.5,0,0,0,0,0,3,3,0,0,4,0,30,12,3,3,29,12,18,285,119,853800,804700,1035500,992600,1078800,1314300,651400,859200,1100200,89,2.4,1.1,5.5,1.5,-666666666,178000,2333,663,5,98.8,0.7,1574,-71,518,-23,2.98,0.04,85.7,-1.2,3.2,0.06,12.9,4.8,NA,NA,NA,NA,1672,1458,1888,2333,2104,3501,0,0,0,0,0,0,0,0,0,0,0,0,98.1,1.9,79.8,70,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","4, 4, 2, 0, 0, 1, 3, 1, 1, 2, 0, 2, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d96498.97156629285!2d-73.25940258308194!3d40.902745012901384!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e83be46702e32d%3A0x1e3e97e80afb60b4!2sNissequogue%2C%20NY%2011780!5e0!3m2!1sen!2sus!4v1599084297543!5m2!1sen!2sus"
"3651396","North Amityville","Suffolk",131,466,590,533,841,1304,1040,316,206,0,161,497,1042,886,522,130,872,174,391,158,119,13375,16905,16633,16441,12711,9783,0.2,23.8,48.6,27.3,475,8.8,3108,57.3,1844,34,56,763,419,189,186,110,80,0,124,66,16,314,226,60,198,275,183,304,1412,180,231100,223300,323800,288800,419400,367300,164600,206200,243400,6.6,55.2,1.9,34.3,0,37664,73512,1366,3745,1437,69,26.5,18817,-685,4952,-455,3.76,0.19,68.4,-5.5,4.75,0.53,26.9,3.7,NA,1323,1395,NA,971,707,1334,1240,1657,1712,NA,NA,NA,NA,NA,NA,NA,110,51,50,0,211,62.8,37.2,72.3,65.6,NA,NA,NA,NA,NA,"1d24197.547984949484!2d-73.43036427604964!3d40.70274751176039!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e9d4c8b73a64f7%3A0x4c0f326df44a05e1!2sNorth%20Amityville%2C%20NY!5e0!3m2!1sen!2sus!4v1599084317385!5m2!1sen!2sus"
"3651440","North Babylon","Suffolk",14,102,113,318,569,1333,3017,418,99,8,299,461,2093,1360,450,82,365,202,234,82,10,13375,16905,16633,16441,12711,9783,0.2,27.3,44.7,27.8,337,5.6,4671,78.1,975,16.3,17,187,159,62,30,43,159,15,290,51,56,549,401,144,266,376,240,319,2113,352,315300,304800,372600,347000,425800,389300,213800,249600,293400,72,6.6,2.5,16.6,0.1,80609,99722,2001,4895,1088,81.8,18.1,16739,-340,5646,-381,2.95,0.13,70.4,-5.8,3.46,0.22,22.6,2.6,1700,1816,2073,2245,1310,1463,1588,1776,1982,2119,NA,NA,NA,NA,NA,NA,NA,0,117,0,0,117,82.7,17.3,77.8,47.4,NA,NA,NA,NA,NA,"1d24187.454629317293!2d-73.34268807600937!3d40.73052259799623!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e82cfd6d2aa503%3A0xb63321f4cb45bee0!2sNorth%20Babylon%2C%20NY!5e0!3m2!1sen!2sus!4v1599084327073!5m2!1sen!2sus"
"3651495","North Bay Shore","Suffolk",62,188,445,446,539,1498,1275,117,149,3,16,181,1730,761,528,18,187,257,289,220,157,13375,16905,16633,16441,12711,9783,0.6,33.2,46,20.2,372,7.9,3219,68.2,1128,23.9,5,186,120,20,178,153,115,49,250,11,10,400,129,46,276,248,430,176,1347,194,244400,255100,311600,298000,381500,364500,180800,205800,237000,12.7,15.3,1.7,65,0.1,69091,87770,1613,4078,624,86.5,13.2,21045,981,4347,-404,4.83,0.61,89.1,3.9,4.94,0.47,9.6,-2,NA,1106,1524,1657,1052,1104,1428,1441,1777,1894,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,74.1,25.9,54.8,41.5,NA,NA,NA,NA,NA,"1d48352.812828331225!2d-73.28903453266473!3d40.760907369999686!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e831eddd1a9cfd%3A0x790e14a5a654316d!2sNorth%20Bay%20Shore%2C%20NY%2011706!5e0!3m2!1sen!2sus!4v1599084338401!5m2!1sen!2sus"
"3651517","North Bellmore","Nassau",196,143,86,284,543,857,3148,486,887,0,116,385,2826,1919,485,18,287,186,191,18,38,7786,10899,11766,8916,3510,3579,1.3,25.4,48.8,24.5,161,2.4,5731,86.4,738,11.1,0,240,16,0,0,0,13,11,277,51,57,356,317,143,85,443,283,249,3275,658,383500,4e+05,461300,468300,528300,590700,272400,326100,389300,82.2,1.2,6.7,8.4,0,-666666666,133279,1608,6015,615,90.7,9.4,20269,59,6469,-16,3.11,0.01,79.1,-0.8,3.57,0.04,16.6,-0.7,NA,1217,1598,2332,1638,1026,1888,1551,2138,2222,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,88.6,11.4,64.2,52.3,NA,NA,NA,NA,NA,"1d24202.073450256154!2d-73.55766992606772!3d40.69028916793213!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c2792928151e27%3A0x6ebd6ce9e75cf564!2sNorth%20Bellmore%2C%20NY!5e0!3m2!1sen!2sus!4v1599084348993!5m2!1sen!2sus"
"3651528","North Bellport","Suffolk",28,868,445,335,1267,356,252,88,191,11,0,120,1089,659,135,0,161,540,692,123,0,13375,16905,16633,16441,12711,9783,1,36.5,47.3,15.2,300,7.8,2014,52.6,1516,39.6,13,569,113,0,9,240,77,34,311,24,39,259,366,136,123,185,226,92,717,25,239800,204600,306500,277000,376600,355300,143000,188700,227800,38.6,24.2,2.1,33.4,0,45987,66364,2143,3200,608,83.5,15.8,11593,189,3530,-21,3.28,0.09,76.6,-4.7,3.73,0.12,17.8,2,NA,1799,2100,2241,1550,1584,1891,1846,2159,2150,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,5,57.1,42.9,77.1,70.5,NA,NA,NA,NA,NA,"1d48333.06283802714!2d-72.97283343250562!3d40.7880497426996!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e84f77d9f26e69%3A0x4ca2e9c68d02f946!2sNorth%20Bellport%2C%20NY!5e0!3m2!1sen!2sus!4v1599084358520!5m2!1sen!2sus"
"3652188","North Haven","Suffolk",26,150,67,75,101,172,140,30,59,0,3,26,160,112,62,0,0,6,7,7,0,13375,16905,16633,16441,12711,9783,0,11.2,51.4,37.3,437,53.3,363,44.3,20,2.4,0,2,0,0,4,0,0,0,4,5,5,32,33,12,13,6,16,19,202,44,872600,796200,1078800,1172500,1078800,2000001,392400,589600,1066700,98.5,0,0,1.5,0,125000,138359,-666666666,811,7,98.9,0.9,919,-48,383,-7,2.4,-0.08,64.8,-7,2.96,0.05,28.2,9,NA,NA,NA,3501,1929,1323,2159,NA,2159,3406,0,0,0,0,0,0,0,0,0,0,0,0,94.8,5.2,62,46.7,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","9, 3, 8, 7, 4, 7, 6, 8, 9, 9, 6, 6, 3","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","1d24081.224897036183!2d-72.33275657558544!3d41.021906053213996!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e8a2b1028bcbfd%3A0xd2dc9ab32909b861!2sNorth%20Haven%2C%20NY%2011963!5e0!3m2!1sen!2sus!4v1599084370727!5m2!1sen!2sus"
"3653022","North Hills","Nassau",0,505,453,1190,563,42,83,0,20,0,32,595,981,481,220,97,120,99,17,16,0,7786,10899,11766,8916,3510,3579,0,8.2,30.7,61,198,6.9,2309,80.8,349,12.2,0,97,79,35,0,44,84,0,50,17,0,190,59,0,136,94,117,120,1224,369,719800,724800,1058300,981400,1078800,1519200,708200,961100,1327300,65.7,2.6,29.4,1.4,0,53665,137423,1557,2385,471,83.5,16.4,5639,546,2658,258,2.11,0,69.1,4.6,2.57,-0.11,28.9,-3.9,1677,960,NA,NA,774,967,1698,1557,2159,NA,0,0,0,0,0,0,0,0,0,0,0,0,86.9,13.1,74.4,55.3,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019","11, 6, 0, 0, 6, 0, 4, 4, 1, 0, 0, 0, 3","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0, 0, 0, 0, 0, 0, 0, 124, 129, 9, 120, 0, 0","1d48340.422800919354!2d-73.71734548256488!3d40.777936702872545!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c288238fa2294f%3A0x88a8f6d94c2cdd85!2sNorth%20Hills%2C%20NY!5e0!3m2!1sen!2sus!4v1599084399263!5m2!1sen!2sus"
"3653198","North Lindenhurst","Suffolk",45,87,128,174,530,592,1826,209,208,20,59,378,1062,529,285,62,582,406,170,28,0,13375,16905,16633,16441,12711,9783,2,28.1,49.7,20.3,218,5.7,2333,61.4,1248,32.9,0,495,184,160,199,100,65,0,179,0,21,170,312,116,95,227,112,145,1054,178,324600,285200,376400,330900,428200,376700,197000,227000,253700,68.1,8.4,2.8,18.6,0,43438,73393,1461,2708,1091,71.2,28.7,10584,-1234,3581,-155,2.95,-0.2,72.4,-4.3,3.42,-0.29,21.9,0.2,NA,1382,1825,2018,1250,1212,1439,1374,1666,1567,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,65.1,34.9,78.9,63.4,NA,NA,NA,NA,NA,"1d48392.24257485997!2d-73.41987713298236!3d40.70667447451821!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89e9d4b2db542849%3A0xea5a61b8c1599a28!2sNorth%20Lindenhurst%2C%20NY!5e0!3m2!1sen!2sus!4v1599084408880!5m2!1sen!2sus"
"3653253","North Massapequa","Nassau",48,22,82,139,157,867,4810,251,138,9,26,490,3015,1938,439,15,52,95,80,17,13,7786,10899,11766,8916,3510,3579,0.2,21.9,48.3,29.6,325,5,5917,90.8,272,4.2,0,33,19,19,48,0,28,10,109,0,34,721,358,169,206,278,482,260,3036,550,383500,383200,457100,443500,519800,495500,290800,335700,390100,92,1,1.4,4.5,0,89318,118401,1827,6294,183,96.6,2.8,18609,-42,6189,4,3,-0.01,81.2,-0.2,3.35,-0.02,16.2,0.1,NA,1350,1877,2213,1000,1352,1360,1746,1823,2149,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,95.6,4.4,69.2,25.1,NA,NA,NA,NA,NA,"1d24198.65194531703!2d-73.48427657605406!3d40.6997086632659!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c27f32ed947c45%3A0x6ded380bf0b1c989!2sNorth%20Massapequa%2C%20NY!5e0!3m2!1sen!2sus!4v1599084419021!5m2!1sen!2sus"
"3653264","North Merrick","Nassau",70,171,83,201,263,471,1586,874,282,11,31,331,1568,1472,330,11,31,30,8,37,24,7786,10899,11766,8916,3510,3579,0,25.9,48.9,25.3,117,2.9,3743,93.6,141,3.5,0,11,0,0,9,24,9,10,48,8,9,235,189,91,139,264,212,289,2037,394,418700,398500,487000,482900,579400,622700,294600,342100,402500,80.1,4.3,5.2,8.8,0,125852,129058,3059,3750,226,93.7,5.6,12232,416,3884,62,3.14,0.05,85.7,0.7,3.45,0.08,11.9,0.3,NA,NA,2273,NA,1238,1668,2017,2663,2159,3232,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,96.4,3.6,66.1,44.5,NA,NA,NA,NA,NA,"1d24203.37330172395!2d-73.5779244260729!3d40.68671016970489!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c27c28f842cd65%3A0x7158271d9552340!2sNorth%20Merrick%2C%20NY!5e0!3m2!1sen!2sus!4v1599084430015!5m2!1sen!2sus"
"3653275","North New Hyde Park","Nassau",63,21,105,9,69,245,1288,2403,712,9,70,408,1811,1841,293,0,13,44,190,94,17,7786,10899,11766,8916,3510,3579,0.6,23,44.9,31.4,125,2.5,4432,90.2,358,7.3,13,38,5,5,76,0,6,36,119,0,9,437,339,133,128,195,321,247,2325,489,471900,476400,566500,595000,704200,710400,327200,388500,453400,50.1,1.4,36.3,10.2,0.2,91625,123464,1947,4726,176,96.1,3.6,15726,1145,4790,168,3.28,0.13,86.8,1.8,3.54,0.06,12.4,-1.1,NA,NA,NA,1826,1936,1533,2159,1918,2159,2590,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92.5,7.5,68.8,27,NA,NA,NA,NA,NA,"1d48364.49712734635!2d-73.72672343275882!3d40.744842636153116!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c2629b253bd2fd%3A0x1acd95c465a7dc4f!2sNorth%20New%20Hyde%20Park%2C%20NY!5e0!3m2!1sen!2sus!4v1599084439359!5m2!1sen!2sus"
